"Country Name","Year","GDP_per_capita","region","sub-region","Population","Group","Life_Expectancy_at_Birth"
"Comoros","2015",1242.60319,"Africa","Sub-Saharan Africa",777424,"Male_Life_Expectancy",65.1
"Comoros","2015",1242.60319,"Africa","Sub-Saharan Africa",777424,"Female_Life_Expectancy",67.8
"Comoros","2010",1316.498848,"Africa","Sub-Saharan Africa",689692,"Male_Life_Expectancy",63.6
"Comoros","2010",1316.498848,"Africa","Sub-Saharan Africa",689692,"Female_Life_Expectancy",66.4
"Comoros","2000",645.8186908,"Africa","Sub-Saharan Africa",542357,"Male_Life_Expectancy",60.2
"Comoros","2000",645.8186908,"Africa","Sub-Saharan Africa",542357,"Female_Life_Expectancy",62.9
"Costa Rica","2019",12243.81143,"Americas","Latin America and the Caribbean",5047561,"Male_Life_Expectancy",78.3
"Costa Rica","2019",12243.81143,"Americas","Latin America and the Caribbean",5047561,"Female_Life_Expectancy",83.4
"Costa Rica","2015",11299.13554,"Americas","Latin America and the Caribbean",4847804,"Male_Life_Expectancy",78.2
"Costa Rica","2015",11299.13554,"Americas","Latin America and the Caribbean",4847804,"Female_Life_Expectancy",83.5
"Costa Rica","2010",8141.913127,"Americas","Latin America and the Caribbean",4577378,"Male_Life_Expectancy",77
"Costa Rica","2010",8141.913127,"Americas","Latin America and the Caribbean",4577378,"Female_Life_Expectancy",82.2
"Costa Rica","2000",3772.870012,"Americas","Latin America and the Caribbean",3962372,"Male_Life_Expectancy",75.5
"Costa Rica","2000",3772.870012,"Americas","Latin America and the Caribbean",3962372,"Female_Life_Expectancy",80.6
"Croatia","2019",14936.10055,"Europe","Southern Europe",4067500,"Male_Life_Expectancy",75.5
"Croatia","2019",14936.10055,"Europe","Southern Europe",4067500,"Female_Life_Expectancy",81.6
"Croatia","2015",11781.73479,"Europe","Southern Europe",4203604,"Male_Life_Expectancy",74.3
"Croatia","2015",11781.73479,"Europe","Southern Europe",4203604,"Female_Life_Expectancy",80.7
"Croatia","2010",13949.3265,"Europe","Southern Europe",4295427,"Male_Life_Expectancy",73.4
"Croatia","2010",13949.3265,"Europe","Southern Europe",4295427,"Female_Life_Expectancy",79.9
"Croatia","2000",4841.586733,"Europe","Southern Europe",4468302,"Male_Life_Expectancy",70.7
"Croatia","2000",4841.586733,"Europe","Southern Europe",4468302,"Female_Life_Expectancy",77.9
"Cuba","2015",7694.01192,"Americas","Latin America and the Caribbean",11324781,"Male_Life_Expectancy",75.7
"Cuba","2015",7694.01192,"Americas","Latin America and the Caribbean",11324781,"Female_Life_Expectancy",80.2
"Cuba","2010",5730.354775,"Americas","Latin America and the Caribbean",11225832,"Male_Life_Expectancy",75.5
"Cuba","2010",5730.354775,"Americas","Latin America and the Caribbean",11225832,"Female_Life_Expectancy",79.8
"Cuba","2000",2747.098575,"Americas","Latin America and the Caribbean",11126430,"Male_Life_Expectancy",74.6
"Cuba","2000",2747.098575,"Americas","Latin America and the Caribbean",11126430,"Female_Life_Expectancy",79
"Cyprus","2019",27858.371,"Asia","Western Asia",1198575,"Male_Life_Expectancy",81.1
"Cyprus","2019",27858.371,"Asia","Western Asia",1198575,"Female_Life_Expectancy",85.1
"Cyprus","2015",23333.71491,"Asia","Western Asia",1160985,"Male_Life_Expectancy",79.9
"Cyprus","2015",23333.71491,"Asia","Western Asia",1160985,"Female_Life_Expectancy",84.1
"Cyprus","2010",31023.63833,"Asia","Western Asia",1112612,"Male_Life_Expectancy",78.9
"Cyprus","2010",31023.63833,"Asia","Western Asia",1112612,"Female_Life_Expectancy",83.1
"Cyprus","2000",14388.34806,"Asia","Western Asia",943290,"Male_Life_Expectancy",76.5
"Cyprus","2000",14388.34806,"Asia","Western Asia",943290,"Female_Life_Expectancy",81
"Denmark","2019",60170.34264,"Europe","Northern Europe",5818553,"Male_Life_Expectancy",79.6
"Denmark","2019",60170.34264,"Europe","Northern Europe",5818553,"Female_Life_Expectancy",83
"Denmark","2015",53254.85637,"Europe","Northern Europe",5683483,"Male_Life_Expectancy",78.8
"Denmark","2015",53254.85637,"Europe","Northern Europe",5683483,"Female_Life_Expectancy",82.4
"Denmark","2010",58041.39844,"Europe","Northern Europe",5547683,"Male_Life_Expectancy",77.2
"Denmark","2010",58041.39844,"Europe","Northern Europe",5547683,"Female_Life_Expectancy",81.1
"Denmark","2000",30743.54768,"Europe","Northern Europe",5339616,"Male_Life_Expectancy",74.7
"Denmark","2000",30743.54768,"Europe","Northern Europe",5339616,"Female_Life_Expectancy",79.1
"Djibouti","2019",3414.92487,"Africa","Sub-Saharan Africa",973560,"Male_Life_Expectancy",64.1
"Djibouti","2019",3414.92487,"Africa","Sub-Saharan Africa",973560,"Female_Life_Expectancy",67.8
"Djibouti","2015",2658.978753,"Africa","Sub-Saharan Africa",913993,"Male_Life_Expectancy",62.8
"Djibouti","2015",2658.978753,"Africa","Sub-Saharan Africa",913993,"Female_Life_Expectancy",66.6
"Djibouti","2010",1343.26873,"Africa","Sub-Saharan Africa",840198,"Male_Life_Expectancy",60.6
"Djibouti","2010",1343.26873,"Africa","Sub-Saharan Africa",840198,"Female_Life_Expectancy",63.3
"Djibouti","2000",768.1760767,"Africa","Sub-Saharan Africa",717584,"Male_Life_Expectancy",57.9
"Djibouti","2000",768.1760767,"Africa","Sub-Saharan Africa",717584,"Female_Life_Expectancy",62
"Dominican Republic","2019",8282.116359,"Americas","Latin America and the Caribbean",10738958,"Male_Life_Expectancy",69.8
"Dominican Republic","2019",8282.116359,"Americas","Latin America and the Caribbean",10738958,"Female_Life_Expectancy",76.2
"Dominican Republic","2015",6921.517228,"Americas","Latin America and the Caribbean",10281680,"Male_Life_Expectancy",68.6
"Dominican Republic","2015",6921.517228,"Americas","Latin America and the Caribbean",10281680,"Female_Life_Expectancy",75.2
"Dominican Republic","2010",5555.389722,"Americas","Latin America and the Caribbean",9695121,"Male_Life_Expectancy",70.4
"Dominican Republic","2010",5555.389722,"Americas","Latin America and the Caribbean",9695121,"Female_Life_Expectancy",76.1
"Dominican Republic","2000",2869.105861,"Americas","Latin America and the Caribbean",8471321,"Male_Life_Expectancy",70.2
"Dominican Republic","2000",2869.105861,"Americas","Latin America and the Caribbean",8471321,"Female_Life_Expectancy",76.7
"Ecuador","2019",6183.823825,"Americas","Latin America and the Caribbean",17373662,"Male_Life_Expectancy",76.4
"Ecuador","2019",6183.823825,"Americas","Latin America and the Caribbean",17373662,"Female_Life_Expectancy",80.5
"Ecuador","2015",6124.491643,"Americas","Latin America and the Caribbean",16212020,"Male_Life_Expectancy",74.9
"Ecuador","2015",6124.491643,"Americas","Latin America and the Caribbean",16212020,"Female_Life_Expectancy",79.5
"Ecuador","2010",4633.590358,"Americas","Latin America and the Caribbean",15011117,"Male_Life_Expectancy",72.3
"Ecuador","2010",4633.590358,"Americas","Latin America and the Caribbean",15011117,"Female_Life_Expectancy",77.9
"Ecuador","2000",1445.279324,"Americas","Latin America and the Caribbean",12681123,"Male_Life_Expectancy",71.9
"Ecuador","2000",1445.279324,"Americas","Latin America and the Caribbean",12681123,"Female_Life_Expectancy",77.3
"El Salvador","2019",4187.250031,"Americas","Latin America and the Caribbean",6453553,"Male_Life_Expectancy",70.6
"El Salvador","2019",4187.250031,"Americas","Latin America and the Caribbean",6453553,"Female_Life_Expectancy",79.1
"El Salvador","2015",3705.577946,"Americas","Latin America and the Caribbean",6325124,"Male_Life_Expectancy",68.1
"El Salvador","2015",3705.577946,"Americas","Latin America and the Caribbean",6325124,"Female_Life_Expectancy",78
"El Salvador","2010",2983.229771,"Americas","Latin America and the Caribbean",6183875,"Male_Life_Expectancy",70.6
"El Salvador","2010",2983.229771,"Americas","Latin America and the Caribbean",6183875,"Female_Life_Expectancy",78
"El Salvador","2000",2001.538009,"Americas","Latin America and the Caribbean",5887936,"Male_Life_Expectancy",68.4
"El Salvador","2000",2001.538009,"Americas","Latin America and the Caribbean",5887936,"Female_Life_Expectancy",76.5
"Equatorial Guinea","2019",8131.923888,"Africa","Sub-Saharan Africa",1355986,"Male_Life_Expectancy",60.9
"Equatorial Guinea","2019",8131.923888,"Africa","Sub-Saharan Africa",1355986,"Female_Life_Expectancy",63.6
"Equatorial Guinea","2015",11283.46561,"Africa","Sub-Saharan Africa",1168568,"Male_Life_Expectancy",60.3
"Equatorial Guinea","2015",11283.46561,"Africa","Sub-Saharan Africa",1168568,"Female_Life_Expectancy",61.8
"Equatorial Guinea","2010",17288.8596,"Africa","Sub-Saharan Africa",943639,"Male_Life_Expectancy",59.8
"Equatorial Guinea","2010",17288.8596,"Africa","Sub-Saharan Africa",943639,"Female_Life_Expectancy",59.1
"Equatorial Guinea","2000",1725.554738,"Africa","Sub-Saharan Africa",606181,"Male_Life_Expectancy",52.4
"Equatorial Guinea","2000",1725.554738,"Africa","Sub-Saharan Africa",606181,"Female_Life_Expectancy",56.5
"Eritrea","2010",501.3556333,"Africa","Sub-Saharan Africa",3170435,"Male_Life_Expectancy",57.8
"Eritrea","2010",501.3556333,"Africa","Sub-Saharan Africa",3170435,"Female_Life_Expectancy",64
"Eritrea","2000",308.1337836,"Africa","Sub-Saharan Africa",2292416,"Male_Life_Expectancy",51.2
"Eritrea","2000",308.1337836,"Africa","Sub-Saharan Africa",2292416,"Female_Life_Expectancy",58.5
"Estonia","2019",23723.30611,"Europe","Northern Europe",1326590,"Male_Life_Expectancy",74.7
"Estonia","2019",23723.30611,"Europe","Northern Europe",1326590,"Female_Life_Expectancy",82.6
"Estonia","2015",17522.23019,"Europe","Northern Europe",1315407,"Male_Life_Expectancy",73
"Estonia","2015",17522.23019,"Europe","Northern Europe",1315407,"Female_Life_Expectancy",81.7
"Estonia","2010",14790.82092,"Europe","Northern Europe",1331475,"Male_Life_Expectancy",70.9
"Estonia","2010",14790.82092,"Europe","Northern Europe",1331475,"Female_Life_Expectancy",80.4
"Estonia","2000",4075.970639,"Europe","Northern Europe",1396985,"Male_Life_Expectancy",65.6
"Estonia","2000",4075.970639,"Europe","Northern Europe",1396985,"Female_Life_Expectancy",76.2
"Eswatini","2019",3894.679807,"Africa","Sub-Saharan Africa",1148130,"Male_Life_Expectancy",53.4
"Eswatini","2019",3894.679807,"Africa","Sub-Saharan Africa",1148130,"Female_Life_Expectancy",63.2
"Eswatini","2015",3679.799799,"Africa","Sub-Saharan Africa",1104044,"Male_Life_Expectancy",50.3
"Eswatini","2015",3679.799799,"Africa","Sub-Saharan Africa",1104044,"Female_Life_Expectancy",58.7
"Eswatini","2010",4168.505177,"Africa","Sub-Saharan Africa",1064837,"Male_Life_Expectancy",44.9
"Eswatini","2010",4168.505177,"Africa","Sub-Saharan Africa",1064837,"Female_Life_Expectancy",50.8
"Eswatini","2000",1728.70534,"Africa","Sub-Saharan Africa",1005435,"Male_Life_Expectancy",44.8
"Eswatini","2000",1728.70534,"Africa","Sub-Saharan Africa",1005435,"Female_Life_Expectancy",49.4
"Ethiopia","2019",855.7608623,"Africa","Sub-Saharan Africa",112078730,"Male_Life_Expectancy",66.9
"Ethiopia","2019",855.7608623,"Africa","Sub-Saharan Africa",112078730,"Female_Life_Expectancy",70.5
"Ethiopia","2015",640.5418913,"Africa","Sub-Saharan Africa",100835458,"Male_Life_Expectancy",65
"Ethiopia","2015",640.5418913,"Africa","Sub-Saharan Africa",100835458,"Female_Life_Expectancy",68.6
"Ethiopia","2010",341.5541149,"Africa","Sub-Saharan Africa",87639964,"Male_Life_Expectancy",61.3
"Ethiopia","2010",341.5541149,"Africa","Sub-Saharan Africa",87639964,"Female_Life_Expectancy",64.5
"Ethiopia","2000",124.4608003,"Africa","Sub-Saharan Africa",66224804,"Male_Life_Expectancy",49.5
"Ethiopia","2000",124.4608003,"Africa","Sub-Saharan Africa",66224804,"Female_Life_Expectancy",51.7
"Fiji","2019",6175.88872,"Oceania","Melanesia",889953,"Male_Life_Expectancy",65.9
"Fiji","2019",6175.88872,"Oceania","Melanesia",889953,"Female_Life_Expectancy",70.3
"Fiji","2015",5390.745258,"Oceania","Melanesia",868627,"Male_Life_Expectancy",65.8
"Fiji","2015",5390.745258,"Oceania","Melanesia",868627,"Female_Life_Expectancy",70.1
"Fiji","2010",3652.527437,"Oceania","Melanesia",859818,"Male_Life_Expectancy",65.9
"Fiji","2010",3652.527437,"Oceania","Melanesia",859818,"Female_Life_Expectancy",69.5
"Fiji","2000",2076.568784,"Oceania","Melanesia",811006,"Male_Life_Expectancy",63.7
"Fiji","2000",2076.568784,"Oceania","Melanesia",811006,"Female_Life_Expectancy",68.4
"Finland","2019",48782.78848,"Europe","Northern Europe",5520314,"Male_Life_Expectancy",79.2
"Finland","2019",48782.78848,"Europe","Northern Europe",5520314,"Female_Life_Expectancy",84
"Finland","2015",42784.69836,"Europe","Northern Europe",5479531,"Male_Life_Expectancy",78.5
"Finland","2015",42784.69836,"Europe","Northern Europe",5479531,"Female_Life_Expectancy",83.9
"Finland","2010",46459.97325,"Europe","Northern Europe",5363352,"Male_Life_Expectancy",76.7
"Finland","2010",46459.97325,"Europe","Northern Europe",5363352,"Female_Life_Expectancy",83
"Finland","2000",24285.46682,"Europe","Northern Europe",5176209,"Male_Life_Expectancy",74.1
"Finland","2000",24285.46682,"Europe","Northern Europe",5176209,"Female_Life_Expectancy",80.9
"France","2019",40493.92857,"Europe","Western Europe",67059887,"Male_Life_Expectancy",79.8
"France","2019",40493.92857,"Europe","Western Europe",67059887,"Female_Life_Expectancy",85.1
"France","2015",36638.18493,"Europe","Western Europe",66548272,"Male_Life_Expectancy",79
"France","2015",36638.18493,"Europe","Western Europe",66548272,"Female_Life_Expectancy",84.7
"France","2010",40638.334,"Europe","Western Europe",65027507,"Male_Life_Expectancy",78
"France","2010",40638.334,"Europe","Western Europe",65027507,"Female_Life_Expectancy",84.3
"France","2000",22364.02939,"Europe","Western Europe",60912500,"Male_Life_Expectancy",75.2
"France","2000",22364.02939,"Europe","Western Europe",60912500,"Female_Life_Expectancy",82.5
"Gabon","2019",7767.013404,"Africa","Sub-Saharan Africa",2172579,"Male_Life_Expectancy",63.6
"Gabon","2019",7767.013404,"Africa","Sub-Saharan Africa",2172579,"Female_Life_Expectancy",69.7
"Gabon","2015",7384.71587,"Africa","Sub-Saharan Africa",1947686,"Male_Life_Expectancy",62.1
"Gabon","2015",7384.71587,"Africa","Sub-Saharan Africa",1947686,"Female_Life_Expectancy",68.1
"Gabon","2010",8849.3553,"Africa","Sub-Saharan Africa",1624140,"Male_Life_Expectancy",60.1
"Gabon","2010",8849.3553,"Africa","Sub-Saharan Africa",1624140,"Female_Life_Expectancy",64.3
"Gabon","2000",4125.716664,"Africa","Sub-Saharan Africa",1228360,"Male_Life_Expectancy",56.1
"Gabon","2000",4125.716664,"Africa","Sub-Saharan Africa",1228360,"Female_Life_Expectancy",60.1
"Georgia","2019",4697.704576,"Asia","Western Asia",3720382,"Male_Life_Expectancy",68.8
"Georgia","2019",4697.704576,"Asia","Western Asia",3720382,"Female_Life_Expectancy",77.8
"Georgia","2015",4014.185944,"Asia","Western Asia",3725276,"Male_Life_Expectancy",68.2
"Georgia","2015",4014.185944,"Asia","Western Asia",3725276,"Female_Life_Expectancy",76.9
"Georgia","2010",3233.295943,"Asia","Western Asia",3786695,"Male_Life_Expectancy",67.4
"Georgia","2010",3233.295943,"Asia","Western Asia",3786695,"Female_Life_Expectancy",76.3
"Georgia","2000",749.9085236,"Asia","Western Asia",4077131,"Male_Life_Expectancy",65.6
"Georgia","2000",749.9085236,"Asia","Western Asia",4077131,"Female_Life_Expectancy",73.1
"Germany","2019",46445.2491,"Europe","Western Europe",83132799,"Male_Life_Expectancy",78.7
"Germany","2019",46445.2491,"Europe","Western Europe",83132799,"Female_Life_Expectancy",84.8
"Germany","2015",41086.72967,"Europe","Western Europe",81686611,"Male_Life_Expectancy",78.1
"Germany","2015",41086.72967,"Europe","Western Europe",81686611,"Female_Life_Expectancy",82.7
"Germany","2010",41531.9342,"Europe","Western Europe",81776930,"Male_Life_Expectancy",77.8
"Germany","2010",41531.9342,"Europe","Western Europe",81776930,"Female_Life_Expectancy",82.5
"Germany","2000",23635.92922,"Europe","Western Europe",82211508,"Male_Life_Expectancy",75
"Germany","2000",23635.92922,"Europe","Western Europe",82211508,"Female_Life_Expectancy",80.9
"Ghana","2019",2202.115567,"Africa","Sub-Saharan Africa",30417856,"Male_Life_Expectancy",63.7
"Ghana","2019",2202.115567,"Africa","Sub-Saharan Africa",30417856,"Female_Life_Expectancy",69.2
"Ghana","2015",1743.850996,"Africa","Sub-Saharan Africa",27849205,"Male_Life_Expectancy",62
"Ghana","2015",1743.850996,"Africa","Sub-Saharan Africa",27849205,"Female_Life_Expectancy",67.4
"Ghana","2010",1299.344949,"Africa","Sub-Saharan Africa",24779619,"Male_Life_Expectancy",59.7
"Ghana","2010",1299.344949,"Africa","Sub-Saharan Africa",24779619,"Female_Life_Expectancy",64.5
"Ghana","2000",258.4709595,"Africa","Sub-Saharan Africa",19278856,"Male_Life_Expectancy",57.7
"Ghana","2000",258.4709595,"Africa","Sub-Saharan Africa",19278856,"Female_Life_Expectancy",60.8
"Greece","2019",19582.53598,"Europe","Southern Europe",10716322,"Male_Life_Expectancy",78.6
"Greece","2019",19582.53598,"Europe","Southern Europe",10716322,"Female_Life_Expectancy",83.6
"Greece","2015",18167.77373,"Europe","Southern Europe",10820883,"Male_Life_Expectancy",77.8
"Greece","2015",18167.77373,"Europe","Southern Europe",10820883,"Female_Life_Expectancy",82.9
"Greece","2010",26917.75895,"Europe","Southern Europe",11121341,"Male_Life_Expectancy",77.5
"Greece","2010",26917.75895,"Europe","Southern Europe",11121341,"Female_Life_Expectancy",82.7
"Greece","2000",12042.95371,"Europe","Southern Europe",10805808,"Male_Life_Expectancy",75.5
"Greece","2000",12042.95371,"Europe","Southern Europe",10805808,"Female_Life_Expectancy",80.9
"Grenada","2019",10808.67212,"Americas","Latin America and the Caribbean",112003,"Male_Life_Expectancy",70.6
"Grenada","2019",10808.67212,"Americas","Latin America and the Caribbean",112003,"Female_Life_Expectancy",75.3
"Grenada","2015",9096.870646,"Americas","Latin America and the Caribbean",109599,"Male_Life_Expectancy",70.4
"Grenada","2015",9096.870646,"Americas","Latin America and the Caribbean",109599,"Female_Life_Expectancy",75.1
"Grenada","2010",7257.756622,"Americas","Latin America and the Caribbean",106233,"Male_Life_Expectancy",69.2
"Grenada","2010",7257.756622,"Americas","Latin America and the Caribbean",106233,"Female_Life_Expectancy",75.5
"Grenada","2000",5057.173965,"Americas","Latin America and the Caribbean",102833,"Male_Life_Expectancy",68.6
"Grenada","2000",5057.173965,"Americas","Latin America and the Caribbean",102833,"Female_Life_Expectancy",76
"Guatemala","2019",4619.985258,"Americas","Latin America and the Caribbean",16604026,"Male_Life_Expectancy",69
"Guatemala","2019",4619.985258,"Americas","Latin America and the Caribbean",16604026,"Female_Life_Expectancy",75
"Guatemala","2015",3994.636913,"Americas","Latin America and the Caribbean",15567419,"Male_Life_Expectancy",67.8
"Guatemala","2015",3994.636913,"Americas","Latin America and the Caribbean",15567419,"Female_Life_Expectancy",74
"Guatemala","2010",2898.942215,"Americas","Latin America and the Caribbean",14259687,"Male_Life_Expectancy",65.8
"Guatemala","2010",2898.942215,"Americas","Latin America and the Caribbean",14259687,"Female_Life_Expectancy",72.8
"Guatemala","2000",1664.298958,"Americas","Latin America and the Caribbean",11589761,"Male_Life_Expectancy",63.3
"Guatemala","2000",1664.298958,"Americas","Latin America and the Caribbean",11589761,"Female_Life_Expectancy",70.3
"Guinea","2019",962.8399086,"Africa","Sub-Saharan Africa",12771246,"Male_Life_Expectancy",59.5
"Guinea","2019",962.8399086,"Africa","Sub-Saharan Africa",12771246,"Female_Life_Expectancy",62.3
"Guinea","2015",769.2560137,"Africa","Sub-Saharan Africa",11432088,"Male_Life_Expectancy",57.3
"Guinea","2015",769.2560137,"Africa","Sub-Saharan Africa",11432088,"Female_Life_Expectancy",60.1
"Guinea","2010",672.4244026,"Africa","Sub-Saharan Africa",10192176,"Male_Life_Expectancy",56.6
"Guinea","2010",672.4244026,"Africa","Sub-Saharan Africa",10192176,"Female_Life_Expectancy",59.3
"Guinea","2000",363.482479,"Africa","Sub-Saharan Africa",8240730,"Male_Life_Expectancy",53.1
"Guinea","2000",363.482479,"Africa","Sub-Saharan Africa",8240730,"Female_Life_Expectancy",55.3
"Guinea-Bissau","2019",697.2949269,"Africa","Sub-Saharan Africa",1920922,"Male_Life_Expectancy",57.4
"Guinea-Bissau","2019",697.2949269,"Africa","Sub-Saharan Africa",1920922,"Female_Life_Expectancy",63
"Guinea-Bissau","2015",603.4011182,"Africa","Sub-Saharan Africa",1737202,"Male_Life_Expectancy",55.5
"Guinea-Bissau","2015",603.4011182,"Africa","Sub-Saharan Africa",1737202,"Female_Life_Expectancy",60.8
"Guinea-Bissau","2010",558.1761345,"Africa","Sub-Saharan Africa",1522599,"Male_Life_Expectancy",53
"Guinea-Bissau","2010",558.1761345,"Africa","Sub-Saharan Africa",1522599,"Female_Life_Expectancy",57.7
"Guinea-Bissau","2000",308.1441193,"Africa","Sub-Saharan Africa",1201301,"Male_Life_Expectancy",47.8
"Guinea-Bissau","2000",308.1441193,"Africa","Sub-Saharan Africa",1201301,"Female_Life_Expectancy",52.8
"Guyana","2019",6609.586425,"Americas","Latin America and the Caribbean",782766,"Male_Life_Expectancy",62.5
"Guyana","2019",6609.586425,"Americas","Latin America and the Caribbean",782766,"Female_Life_Expectancy",69.4
"Guyana","2015",5576.833337,"Americas","Latin America and the Caribbean",767432,"Male_Life_Expectancy",62.3
"Guyana","2015",5576.833337,"Americas","Latin America and the Caribbean",767432,"Female_Life_Expectancy",69.2
"Guyana","2010",4580.662462,"Americas","Latin America and the Caribbean",749436,"Male_Life_Expectancy",61.6
"Guyana","2010",4580.662462,"Americas","Latin America and the Caribbean",749436,"Female_Life_Expectancy",68.2
"Guyana","2000",954.4041525,"Americas","Latin America and the Caribbean",746715,"Male_Life_Expectancy",59.8
"Guyana","2000",954.4041525,"Americas","Latin America and the Caribbean",746715,"Female_Life_Expectancy",66.5
"Haiti","2019",1272.490925,"Americas","Latin America and the Caribbean",11263077,"Male_Life_Expectancy",63.3
"Haiti","2019",1272.490925,"Americas","Latin America and the Caribbean",11263077,"Female_Life_Expectancy",64.8
"Haiti","2015",1389.11952,"Americas","Latin America and the Caribbean",10695542,"Male_Life_Expectancy",62.1
"Haiti","2015",1389.11952,"Americas","Latin America and the Caribbean",10695542,"Female_Life_Expectancy",63.1
"Haiti","2010",1172.098543,"Americas","Latin America and the Caribbean",9949322,"Male_Life_Expectancy",28
"Haiti","2010",1172.098543,"Americas","Latin America and the Caribbean",9949322,"Female_Life_Expectancy",35.4
"Haiti","2000",811.5339742,"Americas","Latin America and the Caribbean",8463806,"Male_Life_Expectancy",57
"Haiti","2000",811.5339742,"Americas","Latin America and the Caribbean",8463806,"Female_Life_Expectancy",57.2
"Honduras","2019",2574.912191,"Americas","Latin America and the Caribbean",9746117,"Male_Life_Expectancy",70.7
"Honduras","2019",2574.912191,"Americas","Latin America and the Caribbean",9746117,"Female_Life_Expectancy",73.2
"Honduras","2015",2302.201379,"Americas","Latin America and the Caribbean",9112916,"Male_Life_Expectancy",67.6
"Honduras","2015",2302.201379,"Americas","Latin America and the Caribbean",9112916,"Female_Life_Expectancy",72.1
"Honduras","2010",1904.346465,"Americas","Latin America and the Caribbean",8317470,"Male_Life_Expectancy",70.2
"Honduras","2010",1904.346465,"Americas","Latin America and the Caribbean",8317470,"Female_Life_Expectancy",72.1
"Honduras","2000",1080.462129,"Americas","Latin America and the Caribbean",6574509,"Male_Life_Expectancy",69.1
"Honduras","2000",1080.462129,"Americas","Latin America and the Caribbean",6574509,"Female_Life_Expectancy",71
"Hungary","2019",16731.82151,"Europe","Eastern Europe",9769949,"Male_Life_Expectancy",73.1
"Hungary","2019",16731.82151,"Europe","Eastern Europe",9769949,"Female_Life_Expectancy",79.6
"Hungary","2015",12706.89121,"Europe","Eastern Europe",9843028,"Male_Life_Expectancy",72.2
"Hungary","2015",12706.89121,"Europe","Eastern Europe",9843028,"Female_Life_Expectancy",78.7
"Hungary","2010",13191.62126,"Europe","Eastern Europe",10000023,"Male_Life_Expectancy",70.6
"Hungary","2010",13191.62126,"Europe","Eastern Europe",10000023,"Female_Life_Expectancy",78.4
"Hungary","2000",4624.281657,"Europe","Eastern Europe",10210971,"Male_Life_Expectancy",67.1
"Hungary","2000",4624.281657,"Europe","Eastern Europe",10210971,"Female_Life_Expectancy",75.6
"Iceland","2019",66944.83308,"Europe","Northern Europe",361313,"Male_Life_Expectancy",80.8
"Iceland","2019",66944.83308,"Europe","Northern Europe",361313,"Female_Life_Expectancy",83.9
"Iceland","2015",52564.42918,"Europe","Northern Europe",330815,"Male_Life_Expectancy",80.7
"Iceland","2015",52564.42918,"Europe","Northern Europe",330815,"Female_Life_Expectancy",83.6
"Iceland","2010",43024.92349,"Europe","Northern Europe",318041,"Male_Life_Expectancy",80
"Iceland","2010",43024.92349,"Europe","Northern Europe",318041,"Female_Life_Expectancy",83.3
"Iceland","2000",32018.0637,"Europe","Northern Europe",281205,"Male_Life_Expectancy",77.7
"Iceland","2000",32018.0637,"Europe","Northern Europe",281205,"Female_Life_Expectancy",81.6
"India","2019",2099.599048,"Asia","Southern Asia",1366417754,"Male_Life_Expectancy",69.5
"India","2019",2099.599048,"Asia","Southern Asia",1366417754,"Female_Life_Expectancy",72.2
"India","2015",1605.605434,"Asia","Southern Asia",1310152403,"Male_Life_Expectancy",68.1
"India","2015",1605.605434,"Asia","Southern Asia",1310152403,"Female_Life_Expectancy",70.6
"India","2010",1357.563719,"Asia","Southern Asia",1234281170,"Male_Life_Expectancy",65.7
"India","2010",1357.563719,"Asia","Southern Asia",1234281170,"Female_Life_Expectancy",68.9
"India","2000",443.3141934,"Asia","Southern Asia",1056575549,"Male_Life_Expectancy",61.3
"India","2000",443.3141934,"Asia","Southern Asia",1056575549,"Female_Life_Expectancy",62.9
"Indonesia","2019",4135.569263,"Asia","South-eastern Asia",270625568,"Male_Life_Expectancy",69.4
"Indonesia","2019",4135.569263,"Asia","South-eastern Asia",270625568,"Female_Life_Expectancy",73.3
"Indonesia","2015",3331.695128,"Asia","South-eastern Asia",258383256,"Male_Life_Expectancy",68.8
"Indonesia","2015",3331.695128,"Asia","South-eastern Asia",258383256,"Female_Life_Expectancy",72.5
"Indonesia","2010",3122.362815,"Asia","South-eastern Asia",241834215,"Male_Life_Expectancy",67.5
"Indonesia","2010",3122.362815,"Asia","South-eastern Asia",241834215,"Female_Life_Expectancy",71
"Indonesia","2000",780.190201,"Asia","South-eastern Asia",211513823,"Male_Life_Expectancy",65.8
"Indonesia","2000",780.190201,"Asia","South-eastern Asia",211513823,"Female_Life_Expectancy",68.6
"Iraq","2019",5955.10901,"Asia","Western Asia",39309783,"Male_Life_Expectancy",69.9
"Iraq","2019",5955.10901,"Asia","Western Asia",39309783,"Female_Life_Expectancy",75
"Iraq","2015",4989.803075,"Asia","Western Asia",35572261,"Male_Life_Expectancy",67.3
"Iraq","2015",4989.803075,"Asia","Western Asia",35572261,"Female_Life_Expectancy",73.4
"Iraq","2010",4655.424995,"Asia","Western Asia",29741976,"Male_Life_Expectancy",67.8
"Iraq","2010",4655.424995,"Asia","Western Asia",29741976,"Female_Life_Expectancy",72.8
"Ireland","2019",78660.95646,"Europe","Northern Europe",4941444,"Male_Life_Expectancy",80.2
"Ireland","2019",78660.95646,"Europe","Northern Europe",4941444,"Female_Life_Expectancy",83.5
"Ireland","2015",61995.4228,"Europe","Northern Europe",4701957,"Male_Life_Expectancy",79.3
"Ireland","2015",61995.4228,"Europe","Northern Europe",4701957,"Female_Life_Expectancy",82.9
